any;comarca o Aran;concepte;estat;valor
2018;Vallès Occidental;PIB (milions €);;28509,1
2018;Vallès Occidental;PIB per habitant (€);;30997
2018;Vallès Occidental;PIB per habitant (índex Catalunya=100);;96,5
2018;Vallès Oriental;PIB (milions €);;12636,6
2018;Vallès Oriental;PIB per habitant (€);;31052
2018;Vallès Oriental;PIB per habitant (índex Catalunya=100);;96,7
2018;Catalunya;PIB (milions €);;243487,3
2018;Catalunya;PIB per habitant (€);;32115
2018;Catalunya;PIB per habitant (índex Catalunya=100);;100,0
2019;Alt Camp;PIB (milions €);;1527,7
2019;Alt Camp;PIB per habitant (€);;34220
2019;Alt Camp;PIB per habitant (índex Catalunya=100);;103,6
2019;Alt Empordà;PIB (milions €);;3577,8
2019;Alt Empordà;PIB per habitant (€);;25804
2019;Alt Empordà;PIB per habitant (índex Catalunya=100);;78,1
2019;Alt Penedès;PIB (milions €);;3306,7
2019;Alt Penedès;PIB per habitant (€);;30319
2019;Alt Penedès;PIB per habitant (índex Catalunya=100);;91,8
2019;Alt Urgell;PIB (milions €);;493,4
2019;Alt Urgell;PIB per habitant (€);;24570
2019;Alt Urgell;PIB per habitant (índex Catalunya=100);;74,4
2019;Alta Ribagorça;PIB (milions €);;105,2
2019;Alta Ribagorça;PIB per habitant (€);;27422
2019;Alta Ribagorça;PIB per habitant (índex Catalunya=100);;83,0
2019;Anoia;PIB (milions €);;2756,1
2019;Anoia;PIB per habitant (€);;22595
2019;Anoia;PIB per habitant (índex Catalunya=100);;68,4
2019;Aran;PIB (milions €);;372,8
2019;Aran;PIB per habitant (€);;37265
2019;Aran;PIB per habitant (índex Catalunya=100);;112,9
2019;Bages;PIB (milions €);;4934,3
2019;Bages;PIB per habitant (€);;27718
2019;Bages;PIB per habitant (índex Catalunya=100);;83,9
2019;Baix Camp;PIB (milions €);;4832,8
2019;Baix Camp;PIB per habitant (€);;24943
2019;Baix Camp;PIB per habitant (índex Catalunya=100);;75,5
2019;Baix Ebre;PIB (milions €);;1858,7
2019;Baix Ebre;PIB per habitant (€);;23967
2019;Baix Ebre;PIB per habitant (índex Catalunya=100);;72,6
2019;Baix Empordà;PIB (milions €);;3201,1
2019;Baix Empordà;PIB per habitant (€);;24072
2019;Baix Empordà;PIB per habitant (índex Catalunya=100);;72,9
2019;Baix Llobregat;PIB (milions €);;28412,8
2019;Baix Llobregat;PIB per habitant (€);;34494
2019;Baix Llobregat;PIB per habitant (índex Catalunya=100);;104,5
2019;Baix Penedès;PIB (milions €);;2062,4
2019;Baix Penedès;PIB per habitant (€);;19490
2019;Baix Penedès;PIB per habitant (índex Catalunya=100);;59,0
2019;Barcelonès;PIB (milions €);;93758,1
2019;Barcelonès;PIB per habitant (€);;41132
2019;Barcelonès;PIB per habitant (índex Catalunya=100);;124,6
2019;Berguedà;PIB (milions €);;1043,7
2019;Berguedà;PIB per habitant (€);;26388
2019;Berguedà;PIB per habitant (índex Catalunya=100);;79,9
2019;Cerdanya;PIB (milions €);;476,3
2019;Cerdanya;PIB per habitant (€);;26129
2019;Cerdanya;PIB per habitant (índex Catalunya=100);;79,1
2019;Conca de Barberà;PIB (milions €);;648,2
2019;Conca de Barberà;PIB per habitant (€);;32686
2019;Conca de Barberà;PIB per habitant (índex Catalunya=100);;99,0
2019;Garraf;PIB (milions €);;3076,7
2019;Garraf;PIB per habitant (€);;20663
2019;Garraf;PIB per habitant (índex Catalunya=100);;62,6
2019;Garrigues;PIB (milions €);;463,1
2019;Garrigues;PIB per habitant (€);;24464
2019;Garrigues;PIB per habitant (índex Catalunya=100);;74,1
2019;Garrotxa;PIB (milions €);;1719,6
2019;Garrotxa;PIB per habitant (€);;30179
2019;Garrotxa;PIB per habitant (índex Catalunya=100);;91,4
2019;Gironès;PIB (milions €);;6364,4
2019;Gironès;PIB per habitant (€);;33498
2019;Gironès;PIB per habitant (índex Catalunya=100);;101,4
2019;Lluçanès;PIB (milions €);..;null
2019;Lluçanès;PIB per habitant (€);..;null
2019;Lluçanès;PIB per habitant (índex Catalunya=100);..;null
2019;Maresme;PIB (milions €);;10286,2
2019;Maresme;PIB per habitant (€);;22856
2019;Maresme;PIB per habitant (índex Catalunya=100);;69,2
2019;Moianès;PIB (milions €);;309,4
2019;Moianès;PIB per habitant (€);;22680
2019;Moianès;PIB per habitant (índex Catalunya=100);;68,7
2019;Montsià;PIB (milions €);;1332,0
2019;Montsià;PIB per habitant (€);;19380
2019;Montsià;PIB per habitant (índex Catalunya=100);;58,7
2019;Noguera;PIB (milions €);;985,9
2019;Noguera;PIB per habitant (€);;25675
2019;Noguera;PIB per habitant (índex Catalunya=100);;77,8
2019;Osona;PIB (milions €);;4919,4
2019;Osona;PIB per habitant (€);;30702
2019;Osona;PIB per habitant (índex Catalunya=100);;93,0
2019;Pallars Jussà;PIB (milions €);;294,8
2019;Pallars Jussà;PIB per habitant (€);;22711
2019;Pallars Jussà;PIB per habitant (índex Catalunya=100);;68,8
2019;Pallars Sobirà;PIB (milions €);;196,9
2019;Pallars Sobirà;PIB per habitant (€);;28540
2019;Pallars Sobirà;PIB per habitant (índex Catalunya=100);;86,4
2019;Pla d'Urgell;PIB (milions €);;1115,8
2019;Pla d'Urgell;PIB per habitant (€);;30030
2019;Pla d'Urgell;PIB per habitant (índex Catalunya=100);;90,9
2019;Pla de l'Estany;PIB (milions €);;893,6
2019;Pla de l'Estany;PIB per habitant (€);;27709
2019;Pla de l'Estany;PIB per habitant (índex Catalunya=100);;83,9
2019;Priorat;PIB (milions €);;181,2
2019;Priorat;PIB per habitant (€);;19794
2019;Priorat;PIB per habitant (índex Catalunya=100);;59,9
2019;Ribera d'Ebre;PIB (milions €);;1405,9
2019;Ribera d'Ebre;PIB per habitant (€);;65004
2019;Ribera d'Ebre;PIB per habitant (índex Catalunya=100);;196,9
2019;Ripollès;PIB (milions €);;626,4
2019;Ripollès;PIB per habitant (€);;25059
2019;Ripollès;PIB per habitant (índex Catalunya=100);;75,9
2019;Segarra;PIB (milions €);;823,0
2019;Segarra;PIB per habitant (€);;36224
2019;Segarra;PIB per habitant (índex Catalunya=100);;109,7
2019;Segrià;PIB (milions €);;6315,2
2019;Segrià;PIB per habitant (€);;30440
2019;Segrià;PIB per habitant (índex Catalunya=100);;92,2
2019;Selva;PIB (milions €);;4743,5
2019;Selva;PIB per habitant (€);;27939
2019;Selva;PIB per habitant (índex Catalunya=100);;84,6
2019;Solsonès;PIB (milions €);;360,5
2019;Solsonès;PIB per habitant (€);;26330
2019;Solsonès;PIB per habitant (índex Catalunya=100);;79,7
2019;Tarragonès;PIB (milions €);;9217,7
2019;Tarragonès;PIB per habitant (€);;35457
2019;Tarragonès;PIB per habitant (índex Catalunya=100);;107,4
2019;Terra Alta;PIB (milions €);;301,8
2019;Terra Alta;PIB per habitant (€);;26683
2019;Terra Alta;PIB per habitant (índex Catalunya=100);;80,8
2019;Urgell;PIB (milions €);;1055,4
2019;Urgell;PIB per habitant (€);;28746
2019;Urgell;PIB per habitant (índex Catalunya=100);;87,1
2019;Vallès Occidental;PIB (milions €);;29775,2
2019;Vallès Occidental;PIB per habitant (€);;32014
2019;Vallès Occidental;PIB per habitant (índex Catalunya=100);;96,9
2019;Vallès Oriental;PIB (milions €);;13166,9
2019;Vallès Oriental;PIB per habitant (€);;32032
2019;Vallès Oriental;PIB per habitant (índex Catalunya=100);;97,0
2019;Catalunya;PIB (milions €);;253298,8
2019;Catalunya;PIB per habitant (€);;33021
2019;Catalunya;PIB per habitant (índex Catalunya=100);;100,0
2020;Alt Camp;PIB (milions €);;1422,8
2020;Alt Camp;PIB per habitant (€);;31596
2020;Alt Camp;PIB per habitant (índex Catalunya=100);;108,3
2020;Alt Empordà;PIB (milions €);;3166,9
2020;Alt Empordà;PIB per habitant (€);;22638
2020;Alt Empordà;PIB per habitant (índex Catalunya=100);;77,6
2020;Alt Penedès;PIB (milions €);;3087,7
2020;Alt Penedès;PIB per habitant (€);;28034
2020;Alt Penedès;PIB per habitant (índex Catalunya=100);;96,1
2020;Alt Urgell;PIB (milions €);;446,4
2020;Alt Urgell;PIB per habitant (€);;22183
2020;Alt Urgell;PIB per habitant (índex Catalunya=100);;76,1
2020;Alta Ribagorça;PIB (milions €);;87,1
2020;Alta Ribagorça;PIB per habitant (€);;22259
2020;Alta Ribagorça;PIB per habitant (índex Catalunya=100);;76,3
2020;Anoia;PIB (milions €);;2491,4
2020;Anoia;PIB per habitant (€);;20131
2020;Anoia;PIB per habitant (índex Catalunya=100);;69,0
2020;Aran;PIB (milions €);;316,4
2020;Aran;PIB per habitant (€);;31170
2020;Aran;PIB per habitant (índex Catalunya=100);;106,9
2020;Bages;PIB (milions €);;4452,5
2020;Bages;PIB per habitant (€);;24810
2020;Bages;PIB per habitant (índex Catalunya=100);;85,1
2020;Baix Camp;PIB (milions €);;4277,0
2020;Baix Camp;PIB per habitant (€);;21823
2020;Baix Camp;PIB per habitant (índex Catalunya=100);;74,8
2020;Baix Ebre;PIB (milions €);;1669,9
2020;Baix Ebre;PIB per habitant (€);;21292
2020;Baix Ebre;PIB per habitant (índex Catalunya=100);;73,0
2020;Baix Empordà;PIB (milions €);;2673,7
2020;Baix Empordà;PIB per habitant (€);;19862
2020;Baix Empordà;PIB per habitant (índex Catalunya=100);;68,1
2020;Baix Llobregat;PIB (milions €);;24994,8
2020;Baix Llobregat;PIB per habitant (€);;30164
2020;Baix Llobregat;PIB per habitant (índex Catalunya=100);;103,4
2020;Baix Penedès;PIB (milions €);;1781,8
2020;Baix Penedès;PIB per habitant (€);;16403
2020;Baix Penedès;PIB per habitant (índex Catalunya=100);;56,2
2020;Barcelonès;PIB (milions €);;82569,6
2020;Barcelonès;PIB per habitant (€);;36074
2020;Barcelonès;PIB per habitant (índex Catalunya=100);;123,7
2020;Berguedà;PIB (milions €);;996,8
2020;Berguedà;PIB per habitant (€);;24969
2020;Berguedà;PIB per habitant (índex Catalunya=100);;85,6
2020;Cerdanya;PIB (milions €);;407,4
2020;Cerdanya;PIB per habitant (€);;21727
2020;Cerdanya;PIB per habitant (índex Catalunya=100);;74,5
2020;Conca de Barberà;PIB (milions €);;531,1
2020;Conca de Barberà;PIB per habitant (€);;26688
2020;Conca de Barberà;PIB per habitant (índex Catalunya=100);;91,5
2020;Garraf;PIB (milions €);;2776,0
2020;Garraf;PIB per habitant (€);;18363
2020;Garraf;PIB per habitant (índex Catalunya=100);;63,0
2020;Garrigues;PIB (milions €);;450,0
2020;Garrigues;PIB per habitant (€);;23646
2020;Garrigues;PIB per habitant (índex Catalunya=100);;81,1
2020;Garrotxa;PIB (milions €);;1586,4
2020;Garrotxa;PIB per habitant (€);;27448
2020;Garrotxa;PIB per habitant (índex Catalunya=100);;94,1
2020;Gironès;PIB (milions €);;5830,0
2020;Gironès;PIB per habitant (€);;30421
2020;Gironès;PIB per habitant (índex Catalunya=100);;104,3
2020;Lluçanès;PIB (milions €);..;null
2020;Lluçanès;PIB per habitant (€);..;null
2020;Lluçanès;PIB per habitant (índex Catalunya=100);..;null
2020;Maresme;PIB (milions €);;9067,6
2020;Maresme;PIB per habitant (€);;19957
2020;Maresme;PIB per habitant (índex Catalunya=100);;68,4
2020;Moianès;PIB (milions €);;290,6
2020;Moianès;PIB per habitant (€);;20826
2020;Moianès;PIB per habitant (índex Catalunya=100);;71,4
2020;Montsià;PIB (milions €);;1254,7
2020;Montsià;PIB per habitant (€);;18098
2020;Montsià;PIB per habitant (índex Catalunya=100);;62,0
2020;Noguera;PIB (milions €);;976,1
2020;Noguera;PIB per habitant (€);;25281
2020;Noguera;PIB per habitant (índex Catalunya=100);;86,7
2020;Osona;PIB (milions €);;4755,8
2020;Osona;PIB per habitant (€);;29339
2020;Osona;PIB per habitant (índex Catalunya=100);;100,6
2020;Pallars Jussà;PIB (milions €);;295,9
2020;Pallars Jussà;PIB per habitant (€);;22725
2020;Pallars Jussà;PIB per habitant (índex Catalunya=100);;77,9
2020;Pallars Sobirà;PIB (milions €);;171,3
2020;Pallars Sobirà;PIB per habitant (€);;24467
2020;Pallars Sobirà;PIB per habitant (índex Catalunya=100);;83,9
2020;Pla d'Urgell;PIB (milions €);;1067,5
2020;Pla d'Urgell;PIB per habitant (€);;28541
2020;Pla d'Urgell;PIB per habitant (índex Catalunya=100);;97,8
2020;Pla de l'Estany;PIB (milions €);;836,5
2020;Pla de l'Estany;PIB per habitant (€);;25703
2020;Pla de l'Estany;PIB per habitant (índex Catalunya=100);;88,1
2020;Priorat;PIB (milions €);;171,7
2020;Priorat;PIB per habitant (€);;18711
2020;Priorat;PIB per habitant (índex Catalunya=100);;64,1
2020;Ribera d'Ebre;PIB (milions €);;1034,7
2020;Ribera d'Ebre;PIB per habitant (€);;47807
2020;Ribera d'Ebre;PIB per habitant (índex Catalunya=100);;163,9
2020;Ripollès;PIB (milions €);;554,9
2020;Ripollès;PIB per habitant (€);;22009
2020;Ripollès;PIB per habitant (índex Catalunya=100);;75,5
2020;Segarra;PIB (milions €);;792,3
2020;Segarra;PIB per habitant (€);;34563
2020;Segarra;PIB per habitant (índex Catalunya=100);;118,5
2020;Segrià;PIB (milions €);;5833,3
2020;Segrià;PIB per habitant (€);;27957
2020;Segrià;PIB per habitant (índex Catalunya=100);;95,8
2020;Selva;PIB (milions €);;4370,3
2020;Selva;PIB per habitant (€);;25445
2020;Selva;PIB per habitant (índex Catalunya=100);;87,2
2020;Solsonès;PIB (milions €);;333,5
2020;Solsonès;PIB per habitant (€);;24134
2020;Solsonès;PIB per habitant (índex Catalunya=100);;82,7
2020;Tarragonès;PIB (milions €);;7284,2
2020;Tarragonès;PIB per habitant (€);;27654
2020;Tarragonès;PIB per habitant (índex Catalunya=100);;94,8
2020;Terra Alta;PIB (milions €);;267,0
2020;Terra Alta;PIB per habitant (€);;23653
2020;Terra Alta;PIB per habitant (índex Catalunya=100);;81,1
2020;Urgell;PIB (milions €);;981,2
2020;Urgell;PIB per habitant (€);;26448
2020;Urgell;PIB per habitant (índex Catalunya=100);;90,7
2020;Vallès Occidental;PIB (milions €);;26995,0
2020;Vallès Occidental;PIB per habitant (€);;28799
2020;Vallès Occidental;PIB per habitant (índex Catalunya=100);;98,7
2020;Vallès Oriental;PIB (milions €);;12149,8
2020;Vallès Oriental;PIB per habitant (€);;29314
2020;Vallès Oriental;PIB per habitant (índex Catalunya=100);;100,5
2020;Catalunya;PIB (milions €);;225499,9
2020;Catalunya;PIB per habitant (€);;29168
2020;Catalunya;PIB per habitant (índex Catalunya=100);;100,0
2021;Alt Camp;PIB (milions €);;1487,4
2021;Alt Camp;PIB per habitant (€);;32875
2021;Alt Camp;PIB per habitant (índex Catalunya=100);;103,9
2021;Alt Empordà;PIB (milions €);;3538,6
2021;Alt Empordà;PIB per habitant (€);;24635
2021;Alt Empordà;PIB per habitant (índex Catalunya=100);;77,8
2021;Alt Penedès;PIB (milions €);;3226,2
2021;Alt Penedès;PIB per habitant (€);;29186
2021;Alt Penedès;PIB per habitant (índex Catalunya=100);;92,2
2021;Alt Urgell;PIB (milions €);;478,5
2021;Alt Urgell;PIB per habitant (€);;23473
2021;Alt Urgell;PIB per habitant (índex Catalunya=100);;74,2
2021;Alta Ribagorça;PIB (milions €);;103,3
2021;Alta Ribagorça;PIB per habitant (€);;26003
2021;Alta Ribagorça;PIB per habitant (índex Catalunya=100);;82,2
2021;Anoia;PIB (milions €);;2846,4
2021;Anoia;PIB per habitant (€);;22832
2021;Anoia;PIB per habitant (índex Catalunya=100);;72,1
2021;Aran;PIB (milions €);;323,6
2021;Aran;PIB per habitant (€);;31384
2021;Aran;PIB per habitant (índex Catalunya=100);;99,2
2021;Bages;PIB (milions €);;4898,3
2021;Bages;PIB per habitant (€);;27128
2021;Bages;PIB per habitant (índex Catalunya=100);;85,7
2021;Baix Camp;PIB (milions €);;4898,2
2021;Baix Camp;PIB per habitant (€);;24945
2021;Baix Camp;PIB per habitant (índex Catalunya=100);;78,8
2021;Baix Ebre;PIB (milions €);;1900,9
2021;Baix Ebre;PIB per habitant (€);;23926
2021;Baix Ebre;PIB per habitant (índex Catalunya=100);;75,6
2021;Baix Empordà;PIB (milions €);;3137,1
2021;Baix Empordà;PIB per habitant (€);;22800
2021;Baix Empordà;PIB per habitant (índex Catalunya=100);;72,0
2021;Baix Llobregat;PIB (milions €);;27098,6
2021;Baix Llobregat;PIB per habitant (€);;32561
2021;Baix Llobregat;PIB per habitant (índex Catalunya=100);;102,9
2021;Baix Penedès;PIB (milions €);;2002,2
2021;Baix Penedès;PIB per habitant (€);;18007
2021;Baix Penedès;PIB per habitant (índex Catalunya=100);;56,9
2021;Barcelonès;PIB (milions €);;86816,1
2021;Barcelonès;PIB per habitant (€);;38338
2021;Barcelonès;PIB per habitant (índex Catalunya=100);;121,1
2021;Berguedà;PIB (milions €);;1061,5
2021;Berguedà;PIB per habitant (€);;26441
2021;Berguedà;PIB per habitant (índex Catalunya=100);;83,6
2021;Cerdanya;PIB (milions €);;433,7
2021;Cerdanya;PIB per habitant (€);;22373
2021;Cerdanya;PIB per habitant (índex Catalunya=100);;70,7
2021;Conca de Barberà;PIB (milions €);;629,7
2021;Conca de Barberà;PIB per habitant (€);;31197
2021;Conca de Barberà;PIB per habitant (índex Catalunya=100);;98,6
2021;Garraf;PIB (milions €);;3083,5
2021;Garraf;PIB per habitant (€);;19857
2021;Garraf;PIB per habitant (índex Catalunya=100);;62,7
2021;Garrigues;PIB (milions €);;483,6
2021;Garrigues;PIB per habitant (€);;25434
2021;Garrigues;PIB per habitant (índex Catalunya=100);;80,4
2021;Garrotxa;PIB (milions €);;1782,6
2021;Garrotxa;PIB per habitant (€);;30013
2021;Garrotxa;PIB per habitant (índex Catalunya=100);;94,8
2021;Gironès;PIB (milions €);;6366,7
2021;Gironès;PIB per habitant (€);;32337
2021;Gironès;PIB per habitant (índex Catalunya=100);;102,2
2021;Lluçanès;PIB (milions €);..;null
2021;Lluçanès;PIB per habitant (€);..;null
2021;Lluçanès;PIB per habitant (índex Catalunya=100);..;null
2021;Maresme;PIB (milions €);;9866,4
2021;Maresme;PIB per habitant (€);;21408
2021;Maresme;PIB per habitant (índex Catalunya=100);;67,6
2021;Moianès;PIB (milions €);;306,9
2021;Moianès;PIB per habitant (€);;21488
2021;Moianès;PIB per habitant (índex Catalunya=100);;67,9
2021;Montsià;PIB (milions €);;1429,2
2021;Montsià;PIB per habitant (€);;20783
2021;Montsià;PIB per habitant (índex Catalunya=100);;65,7
2021;Noguera;PIB (milions €);;1001,8
2021;Noguera;PIB per habitant (€);;25589
2021;Noguera;PIB per habitant (índex Catalunya=100);;80,9
2021;Osona;PIB (milions €);;5047,8
2021;Osona;PIB per habitant (€);;30717
2021;Osona;PIB per habitant (índex Catalunya=100);;97,1
2021;Pallars Jussà;PIB (milions €);;309,7
2021;Pallars Jussà;PIB per habitant (€);;23454
2021;Pallars Jussà;PIB per habitant (índex Catalunya=100);;74,1
2021;Pallars Sobirà;PIB (milions €);;180,3
2021;Pallars Sobirà;PIB per habitant (€);;25251
2021;Pallars Sobirà;PIB per habitant (índex Catalunya=100);;79,8
2021;Pla d'Urgell;PIB (milions €);;1172,0
2021;Pla d'Urgell;PIB per habitant (€);;31386
2021;Pla d'Urgell;PIB per habitant (índex Catalunya=100);;99,2
2021;Pla de l'Estany;PIB (milions €);;962,3
2021;Pla de l'Estany;PIB per habitant (€);;29286
2021;Pla de l'Estany;PIB per habitant (índex Catalunya=100);;92,5
2021;Priorat;PIB (milions €);;179,2
2021;Priorat;PIB per habitant (€);;19363
2021;Priorat;PIB per habitant (índex Catalunya=100);;61,2
2021;Ribera d'Ebre;PIB (milions €);;1545,0
2021;Ribera d'Ebre;PIB per habitant (€);;70503
2021;Ribera d'Ebre;PIB per habitant (índex Catalunya=100);;222,8
2021;Ripollès;PIB (milions €);;624,2
2021;Ripollès;PIB per habitant (€);;24466
2021;Ripollès;PIB per habitant (índex Catalunya=100);;77,3
2021;Segarra;PIB (milions €);;814,1
2021;Segarra;PIB per habitant (€);;34597
2021;Segarra;PIB per habitant (índex Catalunya=100);;109,3
2021;Segrià;PIB (milions €);;6523,0
2021;Segrià;PIB per habitant (€);;30901
2021;Segrià;PIB per habitant (índex Catalunya=100);;97,6
2021;Selva;PIB (milions €);;4658,0
2021;Selva;PIB per habitant (€);;26446
2021;Selva;PIB per habitant (índex Catalunya=100);;83,6
2021;Solsonès;PIB (milions €);;354,8
2021;Solsonès;PIB per habitant (€);;25952
2021;Solsonès;PIB per habitant (índex Catalunya=100);;82,0
2021;Tarragonès;PIB (milions €);;9308,6
2021;Tarragonès;PIB per habitant (€);;35360
2021;Tarragonès;PIB per habitant (índex Catalunya=100);;111,7
2021;Terra Alta;PIB (milions €);;320,4
2021;Terra Alta;PIB per habitant (€);;28042
2021;Terra Alta;PIB per habitant (índex Catalunya=100);;88,6
2021;Urgell;PIB (milions €);;1050,9
2021;Urgell;PIB per habitant (€);;28161
2021;Urgell;PIB per habitant (índex Catalunya=100);;89,0
2021;Vallès Occidental;PIB (milions €);;29746,9
2021;Vallès Occidental;PIB per habitant (€);;31718
2021;Vallès Occidental;PIB per habitant (índex Catalunya=100);;100,2
2021;Vallès Oriental;PIB (milions €);;13445,1
2021;Vallès Oriental;PIB per habitant (€);;32319
2021;Vallès Oriental;PIB per habitant (índex Catalunya=100);;102,1
2021;Catalunya;PIB (milions €);;245443,3
2021;Catalunya;PIB per habitant (€);;31646
2021;Catalunya;PIB per habitant (índex Catalunya=100);;100,0
2022;Alt Camp;PIB (milions €);p;1610,1
2022;Alt Camp;PIB per habitant (€);p;35172
2022;Alt Camp;PIB per habitant (índex Catalunya=100);p;101,2
2022;Alt Empordà;PIB (milions €);p;4080,2
2022;Alt Empordà;PIB per habitant (€);p;28071
2022;Alt Empordà;PIB per habitant (índex Catalunya=100);p;80,7
2022;Alt Penedès;PIB (milions €);p;3609,0
2022;Alt Penedès;PIB per habitant (€);p;32315
2022;Alt Penedès;PIB per habitant (índex Catalunya=100);p;93,0
2022;Alt Urgell;PIB (milions €);p;523,3
2022;Alt Urgell;PIB per habitant (€);p;25394
2022;Alt Urgell;PIB per habitant (índex Catalunya=100);p;73,0
2022;Alta Ribagorça;PIB (milions €);p;128,5
2022;Alta Ribagorça;PIB per habitant (€);p;32117
2022;Alta Ribagorça;PIB per habitant (índex Catalunya=100);p;92,4
2022;Anoia;PIB (milions €);p;3101,3
2022;Anoia;PIB per habitant (€);p;24621
2022;Anoia;PIB per habitant (índex Catalunya=100);p;70,8
2022;Aran;PIB (milions €);p;433,4
2022;Aran;PIB per habitant (€);p;41731
2022;Aran;PIB per habitant (índex Catalunya=100);p;120,0
2022;Bages;PIB (milions €);p;5666,2
2022;Bages;PIB per habitant (€);p;31152
2022;Bages;PIB per habitant (índex Catalunya=100);p;89,6
2022;Baix Camp;PIB (milions €);p;5552,4
2022;Baix Camp;PIB per habitant (€);p;27807
2022;Baix Camp;PIB per habitant (índex Catalunya=100);p;80,0
2022;Baix Ebre;PIB (milions €);p;2065,4
2022;Baix Ebre;PIB per habitant (€);p;25624
2022;Baix Ebre;PIB per habitant (índex Catalunya=100);p;73,7
2022;Baix Empordà;PIB (milions €);p;3539,6
2022;Baix Empordà;PIB per habitant (€);p;25329
2022;Baix Empordà;PIB per habitant (índex Catalunya=100);p;72,9
2022;Baix Llobregat;PIB (milions €);p;31616,0
2022;Baix Llobregat;PIB per habitant (€);p;37804
2022;Baix Llobregat;PIB per habitant (índex Catalunya=100);p;108,7
2022;Baix Penedès;PIB (milions €);p;2179,7
2022;Baix Penedès;PIB per habitant (€);p;19126
2022;Baix Penedès;PIB per habitant (índex Catalunya=100);p;55,0
2022;Barcelonès;PIB (milions €);p;95799,8
2022;Barcelonès;PIB per habitant (€);p;41898
2022;Barcelonès;PIB per habitant (índex Catalunya=100);p;120,5
2022;Berguedà;PIB (milions €);p;1147,1
2022;Berguedà;PIB per habitant (€);p;28346
2022;Berguedà;PIB per habitant (índex Catalunya=100);p;81,5
2022;Cerdanya;PIB (milions €);p;497,6
2022;Cerdanya;PIB per habitant (€);p;25258
2022;Cerdanya;PIB per habitant (índex Catalunya=100);p;72,7
2022;Conca de Barberà;PIB (milions €);p;705,5
2022;Conca de Barberà;PIB per habitant (€);p;34647
2022;Conca de Barberà;PIB per habitant (índex Catalunya=100);p;99,7
2022;Garraf;PIB (milions €);p;3454,7
2022;Garraf;PIB per habitant (€);p;21902
2022;Garraf;PIB per habitant (índex Catalunya=100);p;63,0
2022;Garrigues;PIB (milions €);p;521,2
2022;Garrigues;PIB per habitant (€);p;27496
2022;Garrigues;PIB per habitant (índex Catalunya=100);p;79,1
2022;Garrotxa;PIB (milions €);p;1965,3
2022;Garrotxa;PIB per habitant (€);p;32441
2022;Garrotxa;PIB per habitant (índex Catalunya=100);p;93,3
2022;Gironès;PIB (milions €);p;7166,8
2022;Gironès;PIB per habitant (€);p;35917
2022;Gironès;PIB per habitant (índex Catalunya=100);p;103,3
2022;Lluçanès;PIB (milions €);..;null
2022;Lluçanès;PIB per habitant (€);..;null
2022;Lluçanès;PIB per habitant (índex Catalunya=100);..;null
2022;Maresme;PIB (milions €);p;10918,9
2022;Maresme;PIB per habitant (€);p;23507
2022;Maresme;PIB per habitant (índex Catalunya=100);p;67,6
2022;Moianès;PIB (milions €);p;306,6
2022;Moianès;PIB per habitant (€);p;21130
2022;Moianès;PIB per habitant (índex Catalunya=100);p;60,8
2022;Montsià;PIB (milions €);p;1512,6
2022;Montsià;PIB per habitant (€);p;21737
2022;Montsià;PIB per habitant (índex Catalunya=100);p;62,5
2022;Noguera;PIB (milions €);p;1019,0
2022;Noguera;PIB per habitant (€);p;25888
2022;Noguera;PIB per habitant (índex Catalunya=100);p;74,5
2022;Osona;PIB (milions €);p;5284,9
2022;Osona;PIB per habitant (€);p;31812
2022;Osona;PIB per habitant (índex Catalunya=100);p;91,5
2022;Pallars Jussà;PIB (milions €);p;340,8
2022;Pallars Jussà;PIB per habitant (€);p;25534
2022;Pallars Jussà;PIB per habitant (índex Catalunya=100);p;73,5
2022;Pallars Sobirà;PIB (milions €);p;222,7
2022;Pallars Sobirà;PIB per habitant (€);p;30771
2022;Pallars Sobirà;PIB per habitant (índex Catalunya=100);p;88,5
2022;Pla d'Urgell;PIB (milions €);p;1249,2
2022;Pla d'Urgell;PIB per habitant (€);p;33237
2022;Pla d'Urgell;PIB per habitant (índex Catalunya=100);p;95,6
2022;Pla de l'Estany;PIB (milions €);p;1037,5
2022;Pla de l'Estany;PIB per habitant (€);p;31395
2022;Pla de l'Estany;PIB per habitant (índex Catalunya=100);p;90,3
2022;Priorat;PIB (milions €);p;196,0
2022;Priorat;PIB per habitant (€);p;21019
2022;Priorat;PIB per habitant (índex Catalunya=100);p;60,5
2022;Ribera d'Ebre;PIB (milions €);p;1739,2
2022;Ribera d'Ebre;PIB per habitant (€);p;79204
2022;Ribera d'Ebre;PIB per habitant (índex Catalunya=100);p;227,8
2022;Ripollès;PIB (milions €);p;660,9
2022;Ripollès;PIB per habitant (€);p;25755
2022;Ripollès;PIB per habitant (índex Catalunya=100);p;74,1
2022;Segarra;PIB (milions €);p;918,4
2022;Segarra;PIB per habitant (€);p;38631
2022;Segarra;PIB per habitant (índex Catalunya=100);p;111,1
2022;Segrià;PIB (milions €);p;6975,7
2022;Segrià;PIB per habitant (€);p;32678
2022;Segrià;PIB per habitant (índex Catalunya=100);p;94,0
2022;Selva;PIB (milions €);p;5226,6
2022;Selva;PIB per habitant (€);p;29075
2022;Selva;PIB per habitant (índex Catalunya=100);p;83,6
2022;Solsonès;PIB (milions €);p;362,2
2022;Solsonès;PIB per habitant (€);p;26479
2022;Solsonès;PIB per habitant (índex Catalunya=100);p;76,2
